Lam	Lam
Sven	Sven
O.	O.
Høiby	Høiby
,	$,
med	med
dronning	dronning
Sonja	Sonja
ved	ved
armen	arm
.	$.

Først	først
i	i
tredje	tredje
rekke	rekke
kom	komme
svenskekongen	svenskekongen
,	$,
Carl	Carl
Gustaf	Gustaf
,	$,
og	og
dronning	dronning
Margrethe	Margrethe
av	av
Danmark	Danmark
.	$.

Det	det
er	være
ikke	ikke
hverdagskost	hverdagskost
at	at
monarkene	monarkene
i	i
våre	vår
to	to
naboland	naboland
blir	bli
rangert	rangert
bak	bak
vanlige	vanlig
norske	norsk
statsborgere	statsborger
.	$.

Men	men
så	så
er	være
ikke	ikke
bryllupet	bryllup
mellom	mellom
Haakon	Haakon
og	og
Mette-Marit	Mette-Marit
hverdagskost	hverdagskost
det	det
heller	heller
.	$.

Presidenter	Presidenter
og	og
prinser	prinser
|	$|

Bak	bak
våre	vår
nabolands	nabolands
statsoverhoder	statsoverhoder
fulgte	følge
Islands	Islands
president	president
Olafur	Olafur
Ragnar	Ragnar
Grimsson	Grimsson
med	med
dronning	dronning
Silvia	Silvia
av	av
Sverige	Sverige
.	$.

Deretter	deretter
storhertug	storhertug
Henri	Henri
av	av
Luxembourg	Luxembourg
med	med
Finlands	Finlands
kvinnelige	kvinnelig
president	president
,	$,
Tarja	Tarja
Halonen	Halonen
,	$,
så	så
prins	prins
Albert	Albert
av	av
Monaco	Monaco
med	med
den	den
spanske	spansk
dronning	dronning
Sofia	Sofia
og	og
nest	nest
sist	sist
i	i
prosesjonen	prosesjonen
den	den
nederlandske	nederlandsk
kronprinsen	kronprinsen
,	$,
Willem-Alexander	Willem-Alexander
med	med
sin	sin
forlovede	forlovede
Maxima	Maxima
Zorreguieta	Zorreguieta
.	$.

Forlovede	Forlovede
par	par
skilles	skille
ikke	ikke
i	i
en	en
kongelig	kongelig
prosesjon	prosesjon
,	$,
ei	ei
heller	heller
ved	ved
det	det
kongelige	kongelig
taffel	taffel
.	$.

Prosesjonen	Prosesjonen
ble	bli
avsluttet	avslutte
av	av
den	den
90	90
år	år
gamle	gammel
prins	prins
Carl	Carl
Bernadotte	Bernadotte
som	som
førte	føre
brudgommens	brudgommens
søster	søster
,	$,
Märtha	Märtha
Louise	Louise
,	$,
til	til
bords	bord
.	$.

Prinsen	Prinsen
er	være
yngste	ung
bror	bror
av	av
Märtha	Märtha
Louises	Louises
farmor	farmor
,	$,
kronprinsesse	kronprinsesse
Märtha	Märtha
,	$,
som	som
aldri	aldri
opplevde	oppleve
å	å
bli	bli
norsk	norsk
dronning	dronning
.	$.

Og	og
bak	bak
prosesjonen	prosesjonen
kom	komme
dagens	dag
hovedpersoner	hovedpersoner
:	$:
Haakon	Haakon
og	og
Mette-Marit	Mette-Marit
.	$.

Statsmakter	Statsmakter
,	$,
kongelige	kongelig
og	og
familie	familie
|	$|

Ved	ved
hovedbordet	hovedbordet
var	være
representanter	representant
for	for
de	de
tre	tre
statsmakter	statsmakter
,	$,
brudeparets	brudeparets
familie	familie
og	og
de	de
mest	mye
fremtredende	fremtredende
kongelige	kongelig
plassert	plassere
.	$.

Nærmest	Nærmest
brudeparet	brudeparet
beholdt	beholde
kong	kong
Harald	Harald
og	og
Sven	Sven
O.	O.
Høiby	Høiby
sine	sin
borddamer	borddamer
fra	fra
prosesjonen	prosesjonen
,	$,
mens	mens
svenskekongen	svenskekongen
fikk	få
Finlands	Finlands
president	president
til	til
bords	bord
og	og
den	den
islandske	islandsk
presidenten	president
overtok	overta
dronning	dronning
Margrethe	Margrethe
som	som
sin	sin
borddame	borddame
.	$.

Prinsesse	Prinsesse
Märtha	Märtha
Louise	Louise
savnet	savnet
neppe	neppe
sin	sin
Ari	Ari
med	med
statsminister	statsminister
Jens	Jens
Stoltenberg	Stoltenberg
som	som
kavaler	kavaler
,	$,
og	og
stortingspresident	stortingspresident
Kirsti	Kirsti
Kolle	Kolle
Grøndahl	Grøndahl
var	være
sikkert	sikker
også	også
fornøyd	fornøyd
med	med
storhertugen	storhertugen
av	av
Luxembourg	Luxembourg
.	$.

Høyesterettsjustitiarius	Høyesterettsjustitiarius
Carsten	Carsten
Smith	Smith
hadde	ha
eks-dronning	eks-dronning
Anne-Marie	Anne-Marie
av	av
Hellas	Hellas
som	som
sin	sin
borddame	borddame
,	$,
mens	mens
dronning	dronning
Silvia	Silvia
hadde	ha
overtatt	overta
sin	sin
"	$"
onkel	onkel
Mulle	Mulle
"	$"
,	$,
den	den
90	90
år	år
gamle	gammel
prins	prins
Carl	Carl
Bernadotte	Bernadotte
.	$.

Fra	fra
den	den
norske	norsk
kongefamilien	kongefamilien
var	være
prinsessene	prinsessene
Ragnhild	Ragnhild
og	og
Astrid	Astrid
plassert	plassere
ved	ved
hovedbordet	hovedbordet
,	$,
mens	mens
Espen	Espen
Høiby	Høiby
og	og
Kristin	Kristin
Høiby	Høiby
Bjørnøy	Bjørnøy
fra	fra
brudens	brudens
familie	familie
var	være
blant	blant
de	de
27	27
utvalgte	utvalgt
.	$.

Jagland	Jagland
skal	skulle
lede	lede
utenrikskomitéen	utenrikskomitéen
|	$|

Ap.	Ap.
får	få
styringen	styring
med	med
de	de
store	stor
internasjonale	internasjonal
spørsmål	spørsmål
på	på
Stortinget	Stortinget
,	$,
mens	mens
Høyre	Høyre
konsentrerer	konsentrerer
seg	seg
om	om
de	de
nære	nær
ting	ting
.	$.

Thorbjørn	Thorbjørn
Jagland	Jagland
skal	skulle
lede	lede
utenrikskomitéen	utenrikskomitéen
.	$.

De	de
parlamentariske	parlamentarisk
ledere	leder
på	på
Stortinget	Stortinget
ble	bli
mandag	mandag
kveld	kveld
enige	enig
om	om
hvilke	hvilken
partier	parti
som	som
skal	skulle
ha	ha
ledelsen	ledelse
for	for
de	de
forskjellige	forskjellig
komitéene	komitéene
.	$.

Fra	fra
før	før
er	være
det	det
kjent	kjent
at	at
Fr.p.	Fr.p.
vil	ville
få	få
ledervervene	ledervervene
i	i
finanskomitéen	finanskomitéen
og	og
sosialkomitéen	sosialkomitéen
,	$,
ved	ved
henholdsvis	henholdsvis
Siv	Siv
Jensen	Jensen
og	og
John	John
Alvheim	Alvheim
.	$.

Alvheim	Alvheim
ledet	lede
sosialkomitéen	sosialkomitéen
også	også
i	i
forrige	forrige
periode	periode
,	$,
mens	mens
Jensen	Jensen
var	være
menig	menig
medlem	medlem
av	av
finanskomitéen	finanskomitéen
.	$.

At	at
Arbeiderpartiet	Arbeiderpartiet
får	få
ledervervet	ledervervet
i	i
utenrikskomitéen	utenrikskomitéen
,	$,
er	være
et	en
signal	signal
om	om
at	at
partiet	parti
forbereder	forberede
seg	seg
på	på
opposisjonstilværelsen	opposisjonstilværelsen
.	$.

Dette	dette
vervet	verv
bekles	bekles
tradisjonelt	tradisjonell
av	av
en	en
representant	representant
for	for
opposisjonen	opposisjon
.	$.

Under	under
sentrumsregjeringen	sentrumsregjeringen
ble	bli
utenrikskomitéen	utenrikskomitéen
ledet	lede
av	av
Ap.s	Ap.s
Haakon	Haakon
Blankenborg	Blankenborg
,	$,
mens	mens
Kr.F.s	Kr.F.s
Einar	Einar
Steensnæs	Steensnæs
overtok	overta
vervet	verv
etter	etter
regjeringsskiftet	regjeringsskiftet
.	$.

Thorbjørn	Thorbjørn
Jagland	Jagland
skal	skulle
nå	nå
lede	lede
utenrikskomitéen	utenrikskomitéen
ifølge	ifølge
NTB	NTB
.	$.

Ap.	Ap.
får	få
også	også
lederverv	lederverv
i	i
forsvarskomitéen	forsvarskomitéen
og	og
næringskomitéen	næringskomitéen
.	$.

Høyre	Høyre
får	få
lederverv	lederverv
i	i
tre	tre
komitéer	komitéer
:	$:
familie-	familie-
,	$,
kultur-	kultur-
og	og
administrasjonskomitéen	administrasjonskomitéen
,	$,
justiskomitéen	justiskomitéen
og	og
samferdselskomitéen	samferdselskomitéen
.	$.

I	i
de	de
to	to
sistnevnte	sistnevnt
hadde	ha
Høyre	Høyre
ledelsen	ledelse
også	også
i	i
forrige	forrige
periode	periode
.	$.

Kr.F.	Kr.F.
skal	skulle
lede	lede
energi-	energi-
og	og
miljøkomitéen	miljøkomitéen
,	$,
mens	mens
Sp.	Sp.
får	få
kommunalkomitéen	kommunalkomitéen
.	$.

SV	Sv
har	ha
allerede	allerede
utpekt	utpeke
sine	sin
komitéledere	komitéledere
:	$:

Rolf	Rolf
Reikvam	Reikvam
skal	skulle
overta	overta
ledelsen	ledelse
av	av
kirke-	kirke-
,	$,
utdannings-	utdannings-
og	og
forskningskomitéen	forskningskomitéen
,	$,
der	der
han	han
var	være
menig	menig
medlem	medlem
i	i
forrige	forrige
periode	periode
.	$.

Ågot	Ågot
Valle	Valle
blir	bli
ny	ny
leder	leder
av	av
kontroll-	kontroll-
og	og
konstitusjonskomitéen	konstitusjonskomitéen
.	$.

Mer	mye
press	press
fra	fra
Fr.p.	Fr.p.
i	i
vente	vente
|	$|

Imøtekommende	Imøtekommende
|	$|

Tettere	Tettere
samarbeid	samarbeid
?	$?

Fr.p.	Fr.p.
trapper	trapper
opp	opp
sitt	sin
politiske	politisk
press	press
mot	mot
de	de
tre	tre
kommende	komme
regjeringspartier	regjeringspartier
.	$.

Allerede	allerede
i	i
høst	høst
ønsker	ønske
partiet	parti
konkrete	konkret
avtaler	avtale
,	$,
bl.a.	bl.a.
om	om
forsvarsbevilgninger	forsvarsbevilgninger
.	$.

Senere	sen
lanseres	lanseres
trolig	trolig
krav	krav
om	om
en	en
generell	generell
samarbeidsavtale	samarbeidsavtale
.	$.

Holder	Holder
spenningen	spenning
oppe	oppe
.	$.

I	i
går	går
kveld	kveld
møtte	møte
statsministerkandidat	statsministerkandidat
Kjell	Kjell
Magne	Magne
Bondevik	Bondevik
opp	opp
på	på
Fr.p.-formann	Fr.p.-formann
Carl	Carl
I.	I.
Hagens	Hagen
kontor	kontor
,	$,
vegg	vegg
i	i
vegg	vegg
med	med
hans	hans
eget	egen
.	$.

Der	der
overleverte	overleverte
han	han
de	de
tre	tre
samarbeidspartienes	samarbeidspartienes
svar	svar
på	på
54	54
spørsmål	spørsmål
som	som
sist	sist
torsdag	torsdag
ble	bli
oversendt	oversendt
fra	fra
Fr.p.s	Fr.p.s
stortingsgruppe	stortingsgruppe
.	$.

I	i
dag	dag
skal	skulle
Fr.p.-gruppen	Fr.p.-gruppen
si	si
ja	ja
eller	eller
nei	nei
til	til
en	en
ny	ny
regjering	regjering
Bondevik	Bondevik
.	$.

Etter	etter
at	at
17	17
av	av
19	19
fylkeslag	fylkeslag
i	i
Fr.p.	Fr.p.
har	ha
anbefalt	anbefale
en	en
slik	slik
regjering	regjering
,	$,
og	og
etter	etter
at	at
Fr.p.	Fr.p.
har	ha
fått	få
innfridd	innfri
sine	sin
krav	krav
til	til
komitéledere	komitéledere
i	i
Stortinget	Stortinget
,	$,
blir	bli
svaret	svar
ganske	ganske
sikkert	sikker
positivt	positiv
.	$.

Men	men
Hagen	Hagen
ville	ville
i	i
går	går
ikke	ikke
forskuttere	forskuttere
utfallet	utfallet
av	av
Fr.p.s	Fr.p.s
gruppemøte	gruppemøte
.	$.

Før	før
dette	dette
møtet	møte
ville	ville
han	han
heller	heller
ikke	ikke
si	si
hva	hva
som	som
er	være
hans	hans
oppfatning	oppfatning
av	av
regjeringsspørsmålet	regjeringsspørsmål
.	$.

-	$-
Noen	noen
av	av
svarene	svar
var	være
positive	positiv
,	$,
noen	noen
negative	negativ
sett	se
med	med
mine	min
øyne	øye
,	$,
sa	si
han	han
.	$.

Hagen	Hagen
forsøkte	forsøke
i	i
går	går
å	å
holde	holde
spenningen	spenning
ved	ved
like	like
-	$-
og	og
dermed	dermed
sikre	sikre
seg	seg
nok	nok
et	en
døgns	døgns
medieoppmerksomhet	medieoppmerksomhet
.	$.

Han	han
og	og
hans	hans
parti	parti
har	ha
vært	være
i	i
fokus	fokus
helt	hel
siden	siden
Fr.p.-gruppen	Fr.p.-gruppen
sist	sist
onsdag	onsdag
vedtok	vedta
å	å
utsette	utsette
avgjørelsen	avgjørelse
om	om
støtte	støtte
,	$,
be	be
sine	sin
fylkespartier	fylkespartier
om	om
råd	råd
og	og
oversende	oversende
listen	liste
på	på
54	54
spørsmål	spørsmål
.	$.

Selv	selv
om	om
Bondevik	Bondevik
,	$,
Høyre-leder	Høyre-leder
Jan	Jan
Petersen	Petersen
og	og
Venstre-leder	venstre-leder
Lars	Lars
Sponheim	Sponheim
som	som
ventet	vente
gir	gi
en	en
del	del
vage	vag
svar	svar
,	$,
og	og
også	også
noen	noen
negative	negativ
,	$,
er	være
tonen	tone
i	i
svarbrevet	svarbrevet
gjennomgående	gjennomgående
imøtekommende	imøtekomme
.	$.

I	i
mange	mange
tilfeller	tilfelle
gis	gi
klare	klar
signaler	signal
om	om
politiske	politisk
kursendringer	kursendringer
i	i
den	den
retning	retning
Fr.p.	Fr.p.
ønsker	ønske
.	$.

Andre	annen
ganger	gang
strekker	strekke
de	de
seg	seg
så	så
langt	lang
de	de
kan	kunne
,	$,
ved	ved
å	å
love	love
en	en
ny	ny
vurdering	vurdering
av	av
saken	sak
.	$.

Bondevik	Bondevik
erkjenner	erkjenne
at	at
en	en
ny	ny
regjering	regjering
ikke	ikke
vil	ville
overleve	overleve
lenge	lenge
uten	uten
å	å
spille	spille
på	på
lag	lag
med	med
Hagen	Hagen
:	$:

-	$-
Vi	vi
er	være
realistiske	realistisk
nok	nok
til	til
å	å
innse	innse
at	at
det	det
første	første
budsjettet	budsjett
må	måtte
vi	vi
søke	søke
støtte	støtte
i	i
Fr.p.	Fr.p.
for	for
-	$-
primært	primær
eller	eller
subsidiært	subsidiært
,	$,
sa	si
han	han
i	i
går	går
.	$.

Og	og
Hagen	Hagen
vil	ville
sørge	sørge
for	for
at	at
presset	press
fra	fra
Fr.p.	Fr.p.
ikke	ikke
avtar	avta
.	$.

I	i
forbindelse	forbindelse
med	med
budsjettbehandlingen	budsjettbehandling
vil	ville
han	han
kreve	kreve
at	at
de	de
tre	tre
regjeringspartier	regjeringspartier
inngår	inngå
avtaler	avtale
med	med
Fr.p.	Fr.p.
på	på
avgrensede	avgrensede
områder	område
,	$,
etter	etter
mønster	mønster
av	av
den	den
avtalen	avtale
om	om
kontantstøtte	kontantstøtte
som	som
Høyre	Høyre
,	$,
Fr.p.	Fr.p.
og	og
sentrumspartiene	sentrumsparti
undertegnet	undertegne
for	for
fire	fire
år	år
siden	siden
.	$.

Hagen	Hagen
er	være
særlig	særlig
interessert	interessere
i	i
forpliktende	forpliktende
avtaler	avtale
om	om
forsvarsbudsjettet	forsvarsbudsjettet
og	og
om	om
pensjonsbeløpene	pensjonsbeløpene
.	$.

I	i
går	går
antydet	antyde
han	han
at	at
slike	slik
langsiktige	langsiktig
kan	kunne
brukes	bruke
til	til
å	å
sikre	sikre
Fr.p.-støtte	Fr.p.-støtte
for	for
budsjettet	budsjett
,	$,
selv	selv
om	om
partiet	parti
ikke	ikke
er	være
fornøyd	fornøyd
med	med
de	de
tallene	tall
som	som
serveres	servere
.	$.

Både	både
Bondevik	Bondevik
og	og
Hagen	Hagen
fastslo	fastslå
nok	nok
en	en
gang	gang
at	at
en	en
trepartiregjering	trepartiregjering
fra	fra
tid	tid
til	til
annen	annen
vil	ville
finne	finne
det	det
naturlig	naturlig
å	å
søke	søke
støtte	støtte
for	for
sine	sin
forslag	forslag
i	i
Ap.	Ap.
eller	eller
endog	endog
SV	Sv
.	$.

Men	men
Hagens	Hagen
strategi	strategi
går	gå
ut	ut
på	på
å	å
knytte	knytte
regjeringen	regjering
stadig	stadig
tettere	tett
til	til
Fr.p.	Fr.p.
.	$.

Om	om
et	en
år	år
eller	eller
to	to
vil	ville
han	han
trolig	trolig
mene	mene
at	at
tiden	tid
er	være
inne	inne
for	for
å	å
presse	presse
frem	frem
en	en
generell	generell
avtale	avtale
mellom	mellom
de	de
fire	fire
partier	parti
.	$.

Det	det
er	være
heller	heller
ikke	ikke
utelukket	utelukket
at	at
Fr.p.	Fr.p.
igjen	igjen
vil	ville
fremme	fremme
krav	krav
om	om
regjeringsdeltagelse	regjeringsdeltagelse
.	$.

I	i
går	går
berørte	berøre
han	han
så	så
vidt	vid
disse	disse
spørsmålene	spørsmål
,	$,
ved	ved
å	å
si	si
at	at
det	det
er	være
"	$"
noe	noe
for	for
tidlig	tidlig
"	$"
å	å
snakke	snakke
om	om
en	en
generell	generell
avtale	avtale
.	$.

-	$-
Vi	vi
får	få
se	se
hvordan	hvordan
eventuelt	eventuell
utviklingen	utvikling
blir	bli
,	$,
bemerket	bemerke
han	han
.	$.

Da	da
Aftenposten	Aftenposten
forsøkte	forsøke
å	å
få	få
ham	han
til	til
å	å
utdype	utdype
muligheten	mulighet
,	$,
svarte	svare
Hagen	Hagen
bare	bare
:	$:

-	$-
Jeg	jeg
har	ha
ingen	ingen
ting	ting
mer	mye
å	å
si	si
om	om
det	det
nå	nå
.	$.

Fr.p.	Fr.p.
baner	baner
veien	vei
for	for
Bondevik	Bondevik
II	II
|	$|

Etter	etter
helgens	helg
fylkesstyremøter	fylkesstyremøter
i	i
Fremskrittspartiet	Fremskrittspartiet
og	og
svarene	svar
fra	fra
Høyre	Høyre
,	$,
Kristelig	Kristelig
Folkeparti	Folkeparti
og	og
Venstre	Venstre
på	på
Fr.p.s	Fr.p.s
54	54
spørsmål	spørsmål
i	i
går	går
kveld	kveld
,	$,
er	være
det	det
ikke	ikke
lenger	lang
noen	noen
tvil	tvil
:	$:

I	i
kveld	kveld
kommer	komme
Fr.p.s	Fr.p.s
stortingsgruppe	stortingsgruppe
til	til
å	å
konkludere	konkludere
med	med
at	at
partiet	parti
foretrekker	foretrekke
en	en
trepartiregjering	trepartiregjering
under	under
ledelse	ledelse
av	av
Kjell	Kjell
Magne	Magne
Bondevik	Bondevik
fremfor	fremfor
en	en
fortsatt	fortsette
Ap.-regjering	Ap.-regjering
.	$.

Carl	Carl
I.	I.
Hagen	Hagen
vil	ville
fortsette	fortsette
å	å
gjøre	gjøre
seg	seg
kostbar	kostbar
til	til
gruppemøtet	gruppemøtet
er	være
holdt	holde
-	$-
både	både
fordi	fordi
han	han
ønsker	ønske
at	at
stortingsgruppen	stortingsgruppen
,	$,
og	og
ikke	ikke
han	han
selv	selv
,	$,
skal	skulle
gi	gi
det	det
endelige	endelig
klarsignal	klarsignal
og	og
fordi	fordi
han	han
vil	ville
at	at
de	de
tre	tre
partiene	parti
skal	skulle
føle	føle
at	at
støtten	støtte
slett	slett
ikke	ikke
er	være
noen	noen
selvfølge	selvfølge
.	$.

Men	men
i	i
realiteten	realitet
falt	falle
vel	vel
Fr.p.	Fr.p.
på	på
plass	plass
torsdag	torsdag
da	da
de	de
tre	tre
påtroppende	påtroppende
regjeringspartiene	regjeringsparti
ble	bli
enige	enig
om	om
å	å
gi	gi
partiets	parti
første	første
nestformann	nestformann
Siv	Siv
Jensen	Jensen
den	den
innflytelsesrike	innflytelsesrik
posisjonen	posisjon
som	som
leder	leder
for	for
Stortingets	Stortinget
finanskomité	finanskomité
.	$.

Ingen	ingen
regjeringskonstellasjon	regjeringskonstellasjon
har	ha
tidligere	tidlig
overlatt	overlate
denne	denne
posisjonen	posisjon
til	til
et	en
opposisjonsparti	opposisjonsparti
.	$.

I	i
det	det
lå	ligge
en	en
gest	gest
som	som
langt	lang
på	på
vei	vei
tilfredsstilte	tilfredsstilte
Fr.p.s	Fr.p.s
sårede	såre
forfengelighet	forfengelighet
.	$.

Og	og
pillen	pillen
ble	bli
ytterligere	ytterligere
sukret	sukret
ved	ved
at	at
partiets	parti
andre	andre
nestformann	nestformann
John	John
Alvheim	Alvheim
får	få
fortsette	fortsette
som	som
leder	leder
av	av
sosialkomitéen	sosialkomitéen
med	med
de	de
politiske	politisk
markeringsmuligheter	markeringsmuligheter
det	det
gir	gi
.	$.

Svarene	Svarene
på	på
Fr.p.s	Fr.p.s
spørsmål	spørsmål
er	være
en	en
passende	passe
blanding	blanding
av	av
imøtekommenhet	imøtekommenhet
og	og
politisk	politisk
velvilje	velvilje
,	$,
markering	markering
av	av
at	at
en	en
ny	ny
regjering	regjering
trenger	trenge
tid	tid
for	for
å	å
avgjøre	avgjøre
hvordan	hvordan
den	den
skal	skulle
håndtere	håndtere
politisk	politisk
vanskelige	vanskelig
og	og
økonomisk	økonomisk
kostbare	kostbar
saker	sak
og	og
noen	noen
få	få
klare	klar
avvisninger	avvisning
av	av
Fr.p.s	Fr.p.s
ønsker	ønske
.	$.

Men	men
tonen	tone
i	i
svarbrevet	svarbrevet
er	være
preget	prege
av	av
at	at
de	de
tre	tre
partiene	parti
ikke	ikke
bare	bare
har	ha
innsett	innse
at	at
de	de
er	være
avhengige	avhengig
av	av
Hagens	Hagen
parti	parti
for	for
å	å
komme	komme
til	til
makten	makt
.	$.

De	de
må	måtte
også	også
beholde	beholde
et	en
rimelig	rimelig
godt	god
forhold	forhold
til	til
Fr.p.	Fr.p.
for	for
å	å
bli	bli
sittende	sitte
en	en
viss	viss
tid	tid
-	$-
helst	helst
hele	hel
stortingsperioden	stortingsperiode
.	$.

Selv	selv
om	om
mange	mange
i	i
Kr.F.	Kr.F.
og	og
Venstre	Venstre
ser	se
ut	ut
til	til
å	å
ha	ha
vanskelig	vanskelig
for	for
å	å
innse	innse
det	det
,	$,
er	være
det	det
et	en
faktum	faktum
at	at
Fr.p.	Fr.p.
blir	bli
det	det
viktigste	viktig
støttepartiet	støttepartiet
for	for
Bondeviks	Bondeviks
andre	andre
regjering	regjering
.	$.

De	de
tre	tre
partiene	parti
kan	kunne
nok	nok
satse	satse
på	på
Arbeiderpartiet	Arbeiderpartiet
eller	eller
SV	Sv
i	i
noen	noen
enkeltsaker	enkeltsak
som	som
kan	kunne
være	være
viktige	viktig
for	for
profileringen	profileringen
av	av
regjeringen	regjering
,	$,
men	men
de	de
må	måtte
være	være
forberedt	forberede
på	på
å	å
samarbeide	samarbeide
med	med
Fr.p.	Fr.p.
om	om
statsbudsjettet	statsbudsjett
ikke	ikke
bare	bare
for	for
neste	neste
år	år
,	$,
men	men
også	også
i	i
resten	rest
av	av
fireårsperioden	fireårsperiode
.	$.

Og	og
det	det
er	være
statsbudsjettene	statsbudsjettene
som	som
mer	mye
enn	enn
noen	noen
andre	annen
saker	sak
angir	angi
den	den
politiske	politisk
retningen	retning
.	$.

En	en
rekke	rekke
av	av
Kr.F.s	Kr.F.s
tillitsvalgte	tillitsvalgt
ønsker	ønske
ikke	ikke
at	at
det	det
skal	skulle
skapes	skape
et	en
inntrykk	inntrykk
av	av
at	at
Bondevik	Bondevik
skal	skulle
regjere	regjere
på	på
Fr.p.s	Fr.p.s
nåde	nåde
.	$.

Fremfor	Fremfor
alt	alt
frykter	frykte
de	de
bindende	binde
avtaler	avtale
med	med
Fr.p.	Fr.p.
.	$.

De	de
tre	tre
partiene	parti
svarer	svare
likevel	likevel
at	at
slike	slik
avtaler	avtale
kan	kunne
bli	bli
aktuelt	aktuell
på	på
avgrensede	avgrensede
områder	område
der	der
de	de
og	og
Fr.p.	Fr.p.
har	ha
felles	felles
politikk	politikk
.	$.

Dette	dette
svaret	svar
er	være
viktig	viktig
for	for
Fr.p.	Fr.p.
uten	uten
at	at
det	det
nødvendigvis	nødvendigvis
trenger	trenge
å	å
være	være
kostbart	kostbart
for	for
de	de
tre	tre
partiene	parti
.	$.

Høyre	Høyre
,	$,
Kr.F.	Kr.F.
og	og
Venstre	Venstre
må	måtte
likevel	likevel
være	være
forberedt	forberedt
på	på
at	at
