sikkerhetsråd	sikkerhetsråd
til	til
437	437
sentrale	sentral
kandidater	kandidat
fra	fra
partienes	parti
fylkeslister	fylkeslister
.	$.

Der	der
var	være
fordelingen	fordeling
32	32
prosent	prosent
i	i
privat	privat
sektor	sektor
,	$,
29	29
prosent	prosent
heltidspolitikere	heltidspolitikere
,	$,
27	27
prosent	prosent
offentlig	offentlig
ansatte	ansatt
og	og
12	12
prosent	prosent
fra	fra
frivillig	frivillig
sektor	sektor
.	$.

Etter	etter
valget	valg
ser	se
vi	vi
at	at
av	av
55	55
nye	ny
representanter	representant
kommer	komme
bare	bare
åtte	åtte
fra	fra
stillinger	stilling
i	i
privat	privat
sektor	sektor
.	$.

Folket	Folket
er	være
best	god
representert	representere
når	når
Stortinget	Stortinget
rommer	romme
representanter	representant
med	med
praktisk	praktisk
erfaring	erfaring
fra	fra
alle	all
viktige	viktig
samfunnsområder	samfunnsområder
.	$.

Det	det
er	være
uheldig	uheldig
at	at
så	så
få	få
representanter	representant
har	ha
erfaring	erfaring
fra	fra
privat	privat
sektor	sektor
.	$.

Risikoen	risiko
er	være
at	at
temaet	tema
næringsliv	næringsliv
fort	fort
blir	bli
debattert	debattert
ut	ut
ifra	ifra
ideologi	ideologi
istedenfor	istedenfor
de	de
utfordringene	utfordring
bedriftene	bedrift
står	stå
overfor	overfor
.	$.

Norsk	norsk
næringsliv	næringsliv
er	være
så	så
mangt	mangt
.	$.

I	i
mediene	medium
er	være
det	det
gjerne	gjerne
store	stor
bedrifter	bedrift
som	som
får	få
mest	mye
oppmerksomhet	oppmerksomhet
.	$.

Små	liten
og	og
mellomstore	mellomstore
bedrifter	bedrift
er	være
usynlige	usynlig
i	i
mediebildet	mediebildet
-	$-
og	og
i	i
politikernes	politiker
hoder	hoder
.	$.

Små	liten
og	og
mellomstore	mellomstore
bedrifter	bedrift
står	stå
for	for
omtrent	omtrent
to	to
tredjedeler	tredjedel
av	av
sysselsettingen	sysselsetting
i	i
næringslivet	næringsliv
og	og
55	55
prosent	prosent
av	av
omsetningen	omsetningen
.	$.

I	i
2008	2008
økte	øke
antall	antall
nyetableringer	nyetableringer
med	med
over	over
30	30
prosent	prosent
i	i
forhold	forhold
til	til
året	år
før	før
.	$.

Prinsippet	prinsipp
om	om
likebehandling	likebehandling
ofres	ofres
,	$,
samtidig	samtidig
som	som
de	de
som	som
skriker	skrike
høyest	høyest
får	få
skreddersydd	skreddersy
krisehjelp	krisehjelp
i	i
milliardstørrelse	milliardstørrelse
.	$.

For	for
eksempel	eksempel
ble	bli
140.000	140.000
selvstendig	selvstendig
næringsdrivende	næringsdrivende
ekskludert	ekskludere
fra	fra
Regjeringens	Regjeringen
konjunkturavhengige	konjunkturavhengige
skattelette	skattelette
da	da
finansministeren	finansminister
forsøkte	forsøke
å	å
dempe	dempe
sjokkvirkningene	sjokkvirkningene
av	av
den	den
globale	global
finans-	finans-
og	og
økonomikrisen	økonomikrisen
.	$.

Det	det
næringsdrivende	næringsdrivende
trenger	trenge
er	være
ikke	ikke
først	først
og	og
fremst	fremre
gullkort	gullkort
og	og
gratis	gratis
penger	penge
fra	fra
finansministeren	finansminister
,	$,
men	men
bedre	god
vilkår	vilkår
for	for
å	å
drive	drive
sin	sin
virksomhet	virksomhet
.	$.

Noen	noen
eksempler	eksempel
fra	fra
hverdagen	hverdag
til	til
selvstendig	selvstendig
næringsdrivende	næringsdrivende
:	$:

Som	som
kjent	kjent
har	ha
minstefradraget	minstefradraget
for	for
lønnsmottagere	lønnsmottagere
økt	øke
jevnt	jevn
og	og
trutt	trutt
gjennom	gjennom
årene	år
.	$.

I	i
2000	2000
var	være
minstefradraget	minstefradraget
maksimalt	maksimal
36.600	36.600
kroner	krone
;	$;
i	i
2008	2008
var	være
dette	dette
nesten	nesten
doblet	doble
,	$,
til	til
67.000	67.000
kroner	krone
.	$.

I	i
sin	sin
selvangivelse	selvangivelse
kan	kunne
lønnsmottagere	lønnsmottagere
velge	velge
mellom	mellom
minstefradraget	minstefradraget
og	og
å	å
trekke	trekke
fra	fra
faktiske	faktisk
utgifter	utgift
.	$.

Selvstendig	selvstendig
næringsdrivende	næringsdrivende
kan	kunne
bare	bare
trekke	trekke
fra	fra
faktiske	faktisk
utgifter	utgift
.	$.

Et	en
annet	annen
eksempel	eksempel
på	på
negativ	negativ
forskjellsbehandling	forskjellsbehandling
finner	finne
vi	vi
i	i
Regjeringens	Regjeringen
nye	ny
lovforslag	lovforslag
for	for
å	å
sikre	sikre
en	en
varig	varig
avtalefestet	avtalefestet
pensjon	pensjon
(	$(
AFP	AFP
)	$)
for	for
privat	privat
sektor	sektor
.	$.

Med	med
forslaget	forslag
skal	skulle
personer	person
i	i
privat	privat
sektor	sektor
kunne	kunne
kombinere	kombinere
AFP	AFP
med	med
arbeidsinntekt	arbeidsinntekt
uten	uten
at	at
pensjonen	pensjonen
blir	bli
avkortet	avkortet
.	$.

Dette	dette
gir	gi
økt	øke
valgmulighet	valgmulighet
og	og
fleksibilitet	fleksibilitet
for	for
personer	person
som	som
arbeider	arbeide
i	i
privat	privat
sektor	sektor
-	$-
med	med
mindre	liten
man	man
er	være
selvstendig	selvstendig
næringsdrivende	næringsdrivende
eller	eller
på	på
annen	annen
måte	måte
tilhører	tilhøre
den	den
delen	del
av	av
privat	privat
sektor	sektor
som	som
ikke	ikke
er	være
knyttet	knytte
til	til
et	en
tariffområde	tariffområde
.	$.

Det	det
er	være
vanskelig	vanskelig
å	å
forstå	forstå
hvorfor	hvorfor
skatte-	skatte-
og	og
trygdesystemet	trygdesystemet
systematisk	systematisk
forskjellsbehandler	forskjellsbehandler
selvstendig	selvstendig
næringsdrivende	næringsdrivende
og	og
andre	annen
yrkesutøvere	yrkesutøvere
.	$.

Regjeringen	regjering
bør	burde
snarest	snar
sørge	sørge
for	for
at	at
regelverket	regelverk
på	på
dette	dette
området	område
gir	gi
like	lik
vilkår	vilkår
for	for
yrkesutøvere	yrkesutøvere
i	i
begge	begge
kategorier	kategori
,	$,
selvstendig	selvstendig
næringsdrivende	næringsdrivende
og	og
lønnsmottagere	lønnsmottagere
.	$.

Selvstendig	selvstendig
næringsdrivende	næringsdrivende
bør	burde
ha	ha
rett	rett
til	til
«	$"
næringsfradrag	næringsfradrag
»	$"
på	på
linje	linje
med	med
minstefradrag	minstefradrag
for	for
lønnsmottagere	lønnsmottagere
,	$,
og	og
rett	rett
til	til
dagpenger	dagpenger
,	$,
til	til
omsorgspenger	omsorgspenger
for	for
å	å
passe	passe
syke	syk
barn	barn
,	$,
og	og
til	til
AFP	AFP
,	$,
bør	burde
også	også
være	være
en	en
selvfølge	selvfølge
.	$.

Med	med
flere	mange
representanter	representant
fra	fra
næringslivet	næringsliv
,	$,
vil	ville
det	det
være	være
rom	rom
for	for
slike	slik
problemstillinger	problemstilling
også	også
fra	fra
Stortingets	Stortinget
talerstol	talerstol
.	$.

I	i
skyggen	skygge
av	av
fredsprisen	fredspris
|	$|

Problemer	Problemer
på	på
hjemmebane	hjemmebane
.	$.

Fredsprisen	fredspris
til	til
hjelp	hjelp
?	$?

Nobels	Nobels
fredspris	fredspris
gjør	gjøre
Barack	Barack
Obama	Obama
til	til
en	en
enda	enda
større	stor
internasjonal	internasjonal
politisk	politisk
stjerne	stjerne
.	$.

Men	men
på	på
hjemmebane	hjemmebane
sliter	slite
han	han
.	$.

Vil	ville
dette	dette
også	også
svekke	svekke
hans	hans
gjennomføringskraft	gjennomføringskraft
?	$?

Barack	Barack
Obama	Obama
startet	starte
sin	sin
presidentperiode	presidentperiode
med	med
et	en
imponerende	imponere
beslutningstempo	beslutningstempo
.	$.

Åpenbart	åpenbar
godt	god
forberedt	forberedt
skrev	skrive
han	han
de	de
første	første
dagene	dag
i	i
Det	Det
ovale	ovale
rom	rom
under	under
på	på
en	en
rekke	rekke
brev	brev
og	og
dekreter	dekreter
som	som
varslet	varsle
nye	ny
,	$,
viktige	viktig
initiativ	initiativ
:	$:

Stengning	Stengning
av	av
Guantánamo	Guantánamo
,	$,
dialog	dialog
med	med
Iran	Iran
,	$,
nye	ny
fredsbestrebelser	fredsbestrebelser
i	i
Midtøsten	Midtøsten
,	$,
uttrekning	uttrekning
av	av
Irak-styrkene	Irak-styrkene
,	$,
bedring	bedring
av	av
forholdet	forhold
til	til
Russland	Russland
,	$,
atomnedrustning	atomnedrustning
og	og
økt	øke
tyngde	tyngde
i	i
klimaforhandlingene	klimaforhandling
.	$.

Man	man
kan	kunne
miste	miste
pusten	pust
av	av
mindre	liten
.	$.

Ved	ved
siden	side
av	av
Obamas	Obama
forsikringer	forsikring
om	om
å	å
jobbe	jobbe
mer	mye
multilateralt	multilateral
gjennom	gjennom
økt	øke
vekt	vekt
på	på
FN	FN
,	$,
ga	gi
dette	dette
Nobelkomiteen	Nobelkomiteen
gode	god
grunner	grunn
til	til
å	å
gi	gi
fredsprisen	fredspris
til	til
Presidenten	president
.	$.

Obama	Obama
har	ha
allerede	allerede
skapt	skape
et	en
nytt	ny
internasjonalt	internasjonal
klima	klima
,	$,
ikke	ikke
minst	liten
gjennom	gjennom
sin	sin
utstrakte	utstrakt
hånd	hånd
til	til
den	den
muslimske	muslimsk
verden	verden
.	$.

Men	men
forventningene	forventning
til	til
hva	hva
presidenten	president
skal	skulle
utføre	utføre
blir	bli
desto	desto
større	stor
.	$.

Skuffelsene	Skuffelsene
vil	ville
bli	bli
tilsvarende	tilsvare
store	stor
om	om
han	han
ikke	ikke
lykkes	lykkes
,	$,
selv	selv
om	om
dette	dette
også	også
avhenger	avhenge
av	av
andre	annen
.	$.

En	en
lengre	lang
rundreise	rundreise
i	i
USA	USA
nylig	nylig
ga	gi
meg	jeg
et	en
levende	levende
inntrykk	inntrykk
av	av
at	at
hverdagen	hverdag
for	for
alvor	alvor
har	ha
innhentet	innhente
presidenten	president
.	$.

Selv	selv
om	om
markedene	marked
igjen	igjen
tar	ta
seg	seg
opp	opp
,	$,
så	så
stiger	stige
arbeidsledigheten	arbeidsledighet
.	$.

Men	men
dette	dette
var	være
ventet	vente
etter	etter
finanskrisen	finanskrise
,	$,
og	og
vil	ville
møte	møte
forståelse	forståelse
.	$.

Verre	Verre
er	være
det	det
at	at
Obama	Obama
har	ha
store	stor
problemer	problem
med	med
å	å
få	få
gjennom	gjennom
i	i
Kongressen	Kongressen
sin	sin
store	stor
helsereform	helsereform
.	$.

Det	det
hjelper	hjelpe
ikke	ikke
at	at
Demokratene	Demokratene
har	ha
flertall	flertall
.	$.

Ikke	ikke
alle	all
Obamas	Obama
partifeller	partifeller
stiller	stille
lydig	lydig
opp	opp
,	$,
og	og
han	han
må	måtte
derfor	derfor
søke	søke
støtte	støtte
hos	hos
republikanere	republikaner
.	$.

Dette	dette
krever	kreve
kompromisser	kompromiss
,	$,
som	som
igjen	igjen
kan	kunne
skape	skape
misnøye	misnøye
hos	hos
meningsfeller	meningsfeller
av	av
presidenten	president
.	$.

Om	om
ikke	ikke
lenge	lenge
må	måtte
Obama	Obama
også	også
skaffe	skaffe
seg	seg
mandat	mandat
til	til
å	å
stille	stille
med	med
konkrete	konkret
bidrag	bidrag
til	til
klimatoppmøtet	klimatoppmøte
i	i
København	København
i	i
desember	desember
.	$.

Det	det
er	være
heller	heller
ikke	ikke
lett	lett
i	i
et	en
land	land
hvor	hvor
både	både
bilindustri	bilindustri
og	og
olje-	olje-
og	og
kull-virksomhet	kull-virksomhet
har	ha
sterke	sterk
talsmenn	talsmann
i	i
begge	begge
partier	parti
.	$.

Men	men
aller	aller
vanskeligst	vanskeligst
for	for
tiden	tid
er	være
krigen	krig
i	i
Afghanistan	Afghanistan
.	$.

Det	det
kommer	komme
stadig	stadig
meldinger	melding
om	om
tap	tap
av	av
amerikanske	amerikansk
soldaters	soldat
liv	liv
.	$.

Krigen	krig
har	ha
blitt	bli
langvarig	langvarig
,	$,
og	og
kan	kunne
bli	bli
en	en
hengemyr	hengemyr
.	$.

Motstanden	motstand
vokser	vokse
,	$,
og	og
flere	mange
begynner	begynne
å	å
sammenligne	sammenligne
med	med
Vietnam	Vietnam
.	$.

Obama	Obama
varslet	varsle
allerede	allerede
før	før
valget	valg
en	en
opptrapping	opptrapping
av	av
amerikanske	amerikansk
styrker	styrke
.	$.

Mange	mange
mener	mene
det	det
heller	heller
er	være
en	en
omlegging	omlegging
av	av
strategien	strategi
som	som
må	måtte
til	til
.	$.

Selv	selv
visepresident	visepresident
Joe	Joe
Biden	Biden
har	ha
ytret	ytret
tvil	tvil
om	om
en	en
militær	militær
styrkeopptrapping	styrkeopptrapping
.	$.

Presidenten	president
har	ha
kalt	kalle
sentrale	sentral
politikere	politiker
til	til
Det	Det
hvite	hvit
hus	hus
for	for
å	å
finne	finne
en	en
løsning	løsning
,	$,
men	men
foreløpig	foreløpig
lar	la
den	den
vente	vente
på	på
seg	seg
.	$.

Vil	ville
tildelingen	tildeling
av	av
Nobels	Nobels
fredspris	fredspris
bli	bli
til	til
hjelp	hjelp
for	for
Obama	Obama
i	i
hans	hans
kamp	kamp
for	for
å	å
løse	løse
hjemlige	hjemlig
politiske	politisk
problemer	problem
?	$?

Neppe	neppe
.	$.

Riktignok	riktignok
vil	ville
en	en
slik	slik
pris	pris
med	med
rette	rett
gjøre	gjøre
mange	mange
amerikanere	amerikaner
stolte	stolt
over	over
sin	sin
president	president
.	$.

Men	men
tildelingen	tildeling
er	være
også	også
møtt	møte
med	med
sterk	sterk
kritikk	kritikk
,	$,
særlig	særlig
fra	fra
republikanere	republikaner
.	$.

Dette	dette
kan	kunne
skjerpe	skjerpe
motsetningene	motsetning
mellom	mellom
partiene	parti
og	og
gjøre	gjøre
kompromissklimaet	kompromissklimaet
dårligere	dårlig
.	$.

Nobelprisen	nobelpris
er	være
i	i
alle	all
fall	fall
en	en
oppmuntring	oppmuntring
for	for
Obama	Obama
i	i
en	en
ellers	ellers
tøff	tøff
politisk	politisk
hverdag	hverdag
,	$,
Og	og
den	den
er	være
,	$,
som	som
han	han
selv	selv
sa	si
,	$,
en	en
oppfordring	oppfordring
til	til
handling	handling
i	i
de	de
fredsinitiativ	fredsinitiativ
han	han
har	ha
tatt	ta
.	$.

Så	så
får	få
vi	vi
håpe	håpe
at	at
de	de
mange	mange
problemene	problem
på	på
hjemmebane	hjemmebane
ikke	ikke
tar	ta
all	all
hans	hans
oppmerksomhet	oppmerksomhet
og	og
handlekraft	handlekraft
.	$.

Signaler	Signaler
til	til
Langtbortistan	Langtbortistan
eller	eller
til	til
Frp	Frp
?	$?

Økte	øke
utgifter	utgift
.	$.

Regjeringens	Regjeringen
utgifter	utgift
til	til
innvandring	innvandring
øker	øke
kraftig	kraftig
.	$.

Ved	ved
å	å
slutte	slutte
å	å
synkronisere	synkronisere
norsk	norsk
politikk	politikk
med	med
den	den
danske	dansk
,	$,
kunne	kunne
man	man
ha	ha
spart	spare
seg	seg
for	for
å	å
kaste	kaste
penger	penge
ut	ut
av	av
vinduet	vindu
.	$.

Statsråd	statsråd
Knut	Knut
Storberget	Storberget
får	få
i	i
fanget	fang
ansvar	ansvar
for	for
det	det
omstridte	omstridt
fireårskravet	fireårskravet
for	for
familieetablering	familieetablering
for	for
flyktninger	flyktning
.	$.

Dette	dette
er	være
et	en
kontroversielt	kontroversiell
tiltak	tiltak
utformet	utforme
av	av
sterke	sterk
krefter	kraft
i	i
Arbeiderpartiet	Arbeiderpartiet
,	$,
inspirert	inspirere
av	av
høyreregjeringen	høyreregjeringen
i	i
Danmark	Danmark
.	$.

Kravet	krav
innebærer	innebære
at	at
flyktninger	flyktning
og	og
lignende	lignende
grupper	gruppe
må	måtte
ha	ha
fire	fire
års	år
arbeid	arbeid
eller	eller
utdanning	utdanning
i	i
Norge	Norge
for	for
å	å
få	få
rett	rett
til	til
familieetablering	familieetablering
.	$.

Med	med
«	$"
familieetablering	familieetablering
»	$"
menes	mene
«	$"
samliv	samliv
som	som
ble	bli
etablert	etablere
etter	etter
tidspunktet	tidspunkt
for	for
innreise	innreise
til	til
riket	rike
»	$"
.	$.

Arbeiderpartiets	Arbeiderpartiet
offisielle	offisiell
mål	mål
med	med
tiltaket	tiltak
er	være
todelt	todelt
:	$:

Innstramning	Innstramning
av	av
asylstrømmen	asylstrømmen
,	$,
og	og
belønning	belønning
for	for
å	å
ta	ta
arbeid	arbeid
eller	eller
utdanning	utdanning
.	$.

Fra	fra
før	før
har	ha
regjeringen	regjering
skjerpet	skjerpe
underholdskravet	underholdskravet
for	for
familieetablering	familieetablering
.	$.

Å	å
oppfylle	oppfylle
fireårskravet	fireårskravet
fører	føre
ikke	ikke
automatisk	automatisk
til	til
familieetablering	familieetablering
med	med
mindre	liten
underholdskravet	underholdskravet
er	være
oppfylt	oppfylle
.	$.

I	i
praksis	praksis
er	være
fireårskravet	fireårskravet
smør	smør
på	på
flesk	flesk
som	som
blåser	blåse
opp	opp
innvandringsposten	innvandringsposten
i	i
statsbudsjettet	statsbudsjett
.	$.

Når	når
regjeringen	regjering
hever	hevde
terskelen	terskel
for	for
å	å
ha	ha
et	en
familieliv	familieliv
i	i
Norge	Norge
for	for
folk	folk
på	på
flukt	flukt
,	$,
viser	vise
erfaring	erfaring
som	som
regel	regel
at	at
enten	enten
går	gå
asyltallene	asyltallene
opp	opp
fordi	fordi
noen	noen
kvinner	kvinne
velger	velge
å	å
søke	søke
asyl	asyl
i	i
Norge	Norge
på	på
selvstendig	selvstendig
grunnlag	grunnlag
,	$,
eller	eller
kvinnene	kvinne
må	måtte
forlenge	forlenge
oppholdet	opphold
i	i
land	land
hvor	hvor
det	det
ofte	ofte
er	være
farlig	farlig
å	å
være	være
enslig	enslig
kvinne	kvinne
.	$.

Fra	fra
før	før
vet	vite
vi	vi
at	at
returavtaler	returavtale
mellom	mellom
Norge	Norge
og	og
«	$"
asylproduserende	asylproduserende
»	$"
land	land
,	$,
og	og
landenes	land
sikkerhetssituasjon	sikkerhetssituasjon
er	være
de	de
to	to
faktorene	faktor
som	som
påvirker	påvirke
asylankomster	asylankomster
.	$.

Hvordan	hvordan
velger	velge
potensielle	potensiell
asylsøkere	asylsøker
asylland	asylland
?	$?

Når	når
sikkerhetssituasjonen	sikkerhetssituasjonen
er	være
så	så
truende	truende
at	at
folk	folk
velger	velge
å	å
flykte	flykte
,	$,
er	være
det	det
først	først
og	og
fremst	fremre
å	å
komme	komme
i	i
sikkerhet	sikkerhet
som	som
er	være
viktig	viktig
,	$,
ikke	ikke
bisarre	bisarre
regler	regel
for	for
familieetablering	familieetablering
.	$.

Når	når
mangel	mangel
på	på
jobb	jobb
,	$,
i	i
tillegg	tillegg
til	til
de	de
ulempene	ulempene
dette	dette
medfører	medføre
,	$,
attpåtil	attpåtil
forsinker	forsinker
familieetablering	familieetablering
,	$,
kan	kunne
dette	dette
øke	øke
stressnivået	stressnivået
i	i
en	en
ellers	ellers
slitsom	slitsom
tilværelse	tilværelse
;	$;
dette	dette
kan	kunne
virke	virke
integreringshemmende	integreringshemmende
.	$.

Dessuten	dessuten
,	$,
når	når
retten	rett
til	til
familieliv	familieliv
avhenger	avhenge
av	av
å	å
få	få
jobb	jobb
uansett	uansett
,	$,
kan	kunne
personer	person
utsettes	utsette
for	for
større	stor
utnyttingsrisiko	utnyttingsrisiko
-	$-
sosial	sosial
dumping	dumping
-	$-
i	i
et	en
arbeidsmarked	arbeidsmarked
hvor	hvor
flyktninger	flyktning
allerede	allerede
er	være
marginaliserte	marginalisere
.	$.

Fagpersoner	Fagpersoner
mener	mene
i	i
tillegg	tillegg
at	at
fireårskravet	fireårskravet
-	$-
og	og
unntakene	unntakene
-	$-
er	være
kompliserte	kompliserte
,	$,
ikke	ikke
bare	bare
for	for
myndighetspraksis	myndighetspraksis
,	$,
men	men
også	også
med	med
hensyn	hensyn
til	til
informasjon	informasjon
til	til
brukerne	bruker
.	$.

Kontroll	kontroll
av	av
vilkår	vilkår
vil	ville
kreve	kreve
økte	øke
ressurser	ressurs
.	$.

Lovendringen	Lovendringen
kan	kunne
også	også
føre	føre
til	til
flere	mange
klagesaker	klagesaker
som	som
må	måtte
avgjøres	avgjøre
i	i
Utlendingsnemnda	Utlendingsnemnda
.	$.

Hvorfor	hvorfor
har	ha
Danmarks	Danmark
venner	venn
i	i
Arbeiderpartiet	Arbeiderpartiet
ivret	ivret
for	for
noe	noe
som	som
mest	mye
ligner	ligne
på	på
gammelt	gammel
oppgulp	oppgulp
,	$,
klippet	klippe
og	og
limt	limt
fra	fra
et	en
annet	annen
omstridt	omstridt
tiltak	tiltak
,	$,
21-årsregelen	21-årsregelen
mot	mot
tvangsekteskap	tvangsekteskap
som	som
havnet	havne
på	på
skraphaugen	skraphaugen
?	$?

Hverken	Hverken
Sverige	Sverige
eller	eller
Finland	Finland
har	ha
noe	noe
lignende	lignende
.	$.

Den	den
mest	mye
nærliggende	nærliggende
forklaring	forklaring
er	være
ren	ren
kynisme	kynisme
.	$.

Arbeiderpartiet	Arbeiderpartiet
vet	vite
at	at
fireårskravet	fireårskravet
bare	bare
i	i
liten	liten
grad	grad
vil	ville
påvirke	påvirke
asylstrømmen	asylstrømmen
eller	eller
integreringstempoet	integreringstempoet
.	$.

Signaler	Signaler
fra	fra
Arbeiderpartiet	Arbeiderpartiet
om	om
asylpolitikken	asylpolitikk
er	være
ikke	ikke
beregnet	beregne
på	på
potensielle	potensiell
asylsøkere	asylsøker
i	i
Langtbortistan	Langtbortistan
;	$;
de	de
er	være
skreddersydd	skreddersy
først	først
og	og
fremst	fremre
for	for
norske	norsk
ører	øre
,	$,
især	især
for	for
velgere	velger
i	i
Fremskrittspartiet	Fremskrittspartiet
.	$.

En	en
ny	ny
regjering	regjering
med	med
nye	ny
koster	koster
kan	kunne
revurdere	revurdere
tidligere	tidlig
lovforslag	lovforslag
som	som
ikke	ikke
er	være
tilstrekkelig	tilstrekkelig
gjennomtenkt	gjennomtenkt
.	$.

Statsråd	statsråd
Knut	Knut
Storberget	Storberget
kan	kunne
gå	gå
i	i
bresjen	bresje
.	$.

Kunst	kunst
trenger	trenge
et	en
marked	marked
|	$|

Lyrikken	Lyrikken
engasjerer	engasjere
ikke	ikke
.	$.

Glad	glad
i	i
samtidslitteratur	samtidslitteratur
.	$.

Vil	ville
kunne	kunne
nynne	nynne
.	$.

Kontakt	kontakt
med	med
publikum	publikum
.	$.

Kuratorkunst	Kuratorkunst
.	$.

Følg	følge
pengene	penge
.	$.

Aldri	aldri
har	ha
så	så
mange	mange
begavede	begavede
lyrikere	lyrikere
,	$,
komponister	komponist
og	og
billedkunstnere	billedkunstnere
laget	lage
så	så
mye	mye
kunst	kunst
som	som
berører	berøre
så	så
få	få
mennesker	menneske
.	$.

I	i
musikken	musikk
oppføres	oppføres
mange	mange
verker	verker
av	av
samtidskomponister	samtidskomponister
bare	bare
én	én
eller	eller
to	to
ganger	gang
,	$,
mens	mens
kirkemusikkomponister	kirkemusikkomponister
,	$,
som	som
Knut	Knut
Nystedt	Nystedt
,	$,
har	ha
et	en
musikalsk	musikalsk
språk	språk
som	som
ligger	ligge
nærmere	nær
publikum	publikum
,	$,
skriver	skrive
Nils	Nils
August	August
Andresen	Andresen
.	$.

Offentlig	offentlig
støtte	støtte
.	$.

Norsk	norsk
kunst	kunst
trenger	trenge
offentlig	offentlig
støtte	støtte
.	$.

Men	men
deler	del
av	av
norsk	norsk
kulturliv	kulturliv
trenger	trenge
også	også
mer	mye
marked	marked
.	$.

Kunst	kunst
som	som
ikke	ikke
møter	møte
enkeltmennesker	enkeltmennesker
i	i
et	en
marked	marked
,	$,
risikerer	risikere
å	å
utvikle	utvikle
estetiske	estetiske
normer	norm
som	som
er	være
så	så
forskjellige	forskjellig
fra	fra
normene	normene
hos	hos
lesere	leser
,	$,
lyttere	lyttere
og	og
tilskuere	tilskuer
at	at
kunsten	kunst
mister	miste
evnen	evne
til	til
å	å
berøre	berøre
.	$.

At	at
kunst	kunst
ikke	ikke
berører	berøre
,	$,
er	være
et	en
problem	problem
.	$.

Men	men
det	det
er	være
et	en
problem	problem
som	som
ikke	ikke
fanges	fanges
ordentlig	ordentlig
opp	opp
av	av
mye	mye
av	av
debatten	debatt
om	om
kulturpolitikken	kulturpolitikk
.	$.

Der	der
har	ha
stridspunktet	stridspunktet
vært	være
om	om
Trond	Trond
Giske	Giske
bestemmer	bestemme
for	for
mye	mye
,	$,
