
The	The
jevnt	jevn
mellom	mellom
kandidatene	kandidat
på	på
målingene	måling
.	$.

Realclearpolitics.coms	Realclearpolitics.coms
gjennomsnitt	gjennomsnitt
av	av
siste	sist
meningsmålinger	meningsmåling
gir	gi
Obama	Obama
en	en
ledelse	ledelse
på	på
bare	bare
0,3	0,3
prosent	prosent
|	$|

Denne	denne
valgnattspillelisten	valgnattspillelisten
blir	bli
altså	altså
av	av
det	det
eklektiske	eklektiske
slaget	slag
.	$.

Signed	Signed
,	$,
Sealed	Sealed
,	$,
Delivered	Delivered
var	være
en	en
hit	hit
for	for
Obama	Obama
i	i
2008	2008
,	$,
Bruce	Bruce
Springsteen	Springsteen
har	ha
spilt	spille
på	på
valgmøter	valgmøter
for	for
Obama	Obama
,	$,
mens	mens
Kid	Kid
Rock	Rock
har	ha
gått	gå
ut	ut
og	og
støttet	støtte
Romney	Romney
.	$.

Vi	vi
kommer	komme
ikke	ikke
gjennom	gjennom
valgnatten	valgnatt
uten	uten
å	å
høre	høre
Star	Star
Spangled	Spangled
Banner	Banner
,	$,
her	her
i	i
Jimi	Jimi
Hendrix	Hendrix
sin	sin
ikoniske	ikonisk
versjon	versjon
fra	fra
Woodstock	Woodstock
.	$.

Vippestatene	Vippestatene
Ohio	Ohio
og	og
Virginia	Virginia
er	være
-	$-
som	som
dere	dere
kan	kunne
høre	høre
-	$-
også	også
representert	representere
her	her
.	$.

Mange	mange
klager	klage
på	på
avviklingen	avviklingen
av	av
presidentvalget	presidentvalg
|	$|

Valgoppslutningen	Valgoppslutningen
blir	bli
avgjørende	avgjørende
|	$|

Musikkvalgene	Musikkvalgene
dine	din
kan	kunne
også	også
røpe	røpe
hva	hva
du	du
velger	velge
,	$,
ifølge	ifølge
Echo	Echo
Nest	Nest
,	$,
et	en
firma	firma
som	som
analyserer	analysere
hvilken	hvilken
musikk	musikk
folk	folk
hører	høre
på	på
på	på
nett	nett
.	$.

Countryfans	Countryfans
er	være
som	som
oftest	ofte
republikanere	republikaner
,	$,
mens	mens
sjansen	sjanse
for	for
at	at
du	du
stemmer	stemme
Obama	Obama
hvis	hvis
du	du
liker	like
Jay-Z	Jay-Z
er	være
høy	høy
.	$.

Ikke	ikke
akkurat	akkurat
sjokkerende	sjokkere
,	$,
vil	ville
kanskje	kanskje
noen	noen
si	si
.	$.

Men	men
metallfans	metallfans
er	være
de	de
vanskeligste	vanskelig
å	å
gjette	gjette
hvordan	hvordan
stemmer	stemme
,	$,
mener	mene
selskapet	selskap
,	$,
ifølge	ifølge
en	en
artikkel	artikkel
på	på
usnews.com	usnews.com
.	$.

Hvis	hvis
du	du
liker	like
band	band
som	som
Alice	Alice
in	in
Chains	Chains
,	$,
Marilyn	Marilyn
Manson	Manson
eller	eller
Pantera	Pantera
er	være
det	det
vanskelig	vanskelig
å	å
forutsi	forutsi
hvordan	hvordan
du	du
stemmer	stemme
.	$.

Men	men
hva	hva
med	med
sanger	sang
som	som
sender	sende
litt	litt
mixed	mixed
signals	signals
,	$,
som	som
det	det
heter	hete
på	på
nynorsk	nynorsk
?	$?

Vi	vi
starter	starte
derfor	derfor
valgnattspillelisten	valgnattspillelisten
i	i
sidespalten	sidespalten
med	med
hiphop-låten	hiphop-låten
Black	Black
Republican	Republican
.	$.

Send	sende
innspill	innspill
til	til
spillelisten	spilleliste
til	til
helge.svela@bt.no	helge.svela@bt.no
.	$.

Det	det
er	være
som	som
kjent	kjent
førstemann	førstemann
til	til
270	270
som	som
vinner	vinne
.	$.

Det	det
amerikanske	amerikansk
valgsystemet	valgsystemet
er	være
lagt	legge
opp	opp
som	som
et	en
indirekte	indirekte
valg	valg
,	$,
der	der
538	538
valgmenn	valgmann
fordelt	fordele
på	på
de	de
50	50
statene	stat
(	$(
pluss	pluss
Washington	Washington
DC	DC
)	$)
avgjør	avgjøre
hvem	hvem
som	som
blir	bli
president	president
.	$.

Det	det
er	være
mulig	mulig
å	å
vinne	vinne
valget	valg
uten	uten
å	å
få	få
flest	mange
stemmer	stemme
,	$,
så	så
lenge	lenge
man	man
vinner	vinne
de	de
rette	rett
statene	stat
.	$.

Her	her
kan	kunne
du	du
lese	lese
mer	mye
om	om
hvordan	hvordan
systemet	system
fungerer	fungere
,	$,
og	og
hvordan	hvordan
noen	noen
få	få
vippestater	vippestat
kan	kunne
avgjøre	avgjøre
hvem	hvem
som	som
blir	bli
president	president
.	$.

President	President
Barack	Barack
Obama	Obama
har	ha
favorittstempelet	favorittstempelet
når	når
vi	vi
nå	nå
går	gå
inn	inn
i	i
valgnatten	valgnatt
.	$.

Statistikkblogger	Statistikkblogger
Nate	Nate
Silver	Silver
på	på
Fivethirtyeight	Fivethirtyeight
på	på
New	New
York	York
Times	Times
mener	mene
Obama	Obama
har	ha
90,9	90,9
prosent	prosent
sjanse	sjanse
til	til
gjenvalg	gjenvalg
,	$,
mens	mens
republikanerens	republikanerens
kandidat	kandidat
Mitt	Mitt
Romney	Romney
bare	bare
har	ha
9,1	9,1
prosent	prosent
sjanse	sjanse
til	til
å	å
vinne	vinne
,	$,
ifølge	ifølge
Silver	Silver
.	$.

Men	men
-	$-
som	som
Silver	Silver
selv	selv
er	være
den	den
første	første
til	til
å	å
påpeke	påpeke
-	$-
dette	dette
er	være
å	å
sammenlikne	sammenlikne
med	med
når	når
meteorologer	meteorolog
sier	si
at	at
sjansene	sjanse
for	for
sol	sol
er	være
90	90
prosent	prosent
.	$.

Alle	all
bergensere	bergensere
vet	vite
at	at
det	det
likevel	likevel
kan	kunne
komme	komme
regn	regn
.	$.

Velkommen	Velkommen
til	til
valgvake	valgvake
på	på
bt.no	bt.no
.	$.

Christian	Christian
Lura	Lura
har	ha
kjørt	kjøre
seg	seg
opp	opp
på	på
kaffe	kaffe
og	og
statistikk	statistikk
,	$,
og	og
Helge	Helge
O.	O.
Svela	Svela
har	ha
fått	få
på	på
seg	seg
boots	boots
og	og
cowboy-skjorte	cowboy-skjorte
.	$.

Vi	vi
kommer	komme
til	til
å	å
holde	holde
ut	ut
her	her
til	til
det	det
er	være
klart	klar
hvem	hvem
som	som
vinner	vinne
valget	valg
-	$-
med	med
mindre	liten
vi	vi
får	få
en	en
Al	al
Gore	Gore
vs.	vs.
George	George
W.	W.
Bush-situasjon	Bush-situasjon
som	som
i	i
2000	2000
.	$.

Kompetent	Kompetent
klisjémaraton	klisjémaraton
|	$|

Et	en
vaklevorent	vaklevorent
korthus	korthus
av	av
hollywoodklisjeer	hollywoodklisjeer
som	som
reddes	redde
av	av
det	det
franske	fransk
borgerskapets	borgerskapets
sans	sans
for	for
stil	stil
|	$|

Godt	god
arbeid	arbeid
:	$:

Skuespillerne	Skuespillerne
gjør	gjøre
en	en
god	god
jobb	jobb
med	med
å	å
gjøre	gjøre
rollefigurene	rollefigur
sine	sin
til	til
noe	noe
mer	mye
enn	enn
sjablongaktige	sjablongaktige
representanter	representant
for	for
ulike	ulik
samfunnssjikt	samfunnssjikt
.	$.

François	François
Cluzet	Cluzet
som	som
Philippe	Philippe
(	$(
i	i
rullestol	rullestol
)	$)
og	og
Omar	Omar
Sy	Sy
som	som
Driss	Driss
.	$.

Philippe	Philippe
er	være
en	en
søkkrik	søkkrik
,	$,
middelaldrende	middelaldrende
hvit	hvit
mann	mann
som	som
er	være
lam	lam
fra	fra
halsen	hals
og	og
ned	ned
,	$,
og	og
er	være
derfor	derfor
avhengig	avhengig
av	av
hjelp	hjelp
fra	fra
en	en
rekke	rekke
personer	person
i	i
hverdagen	hverdag
.	$.

Når	når
han	han
intervjuer	intervjue
søkere	søkere
på	på
stillingen	stilling
som	som
pleieassistent	pleieassistent
møter	møte
han	han
Driss	Driss
,	$,
en	en
svart	svart
mann	mann
fra	fra
en	en
av	av
Paris	Paris
'	$"
fattige	fattig
forsteder	forsteder
.	$.

Driss	Driss
er	være
i	i
utgangspunktet	utgangspunkt
kun	kun
på	på
jakt	jakt
etter	etter
en	en
underskrift	underskrift
slik	slik
at	at
han	han
kan	kunne
bevise	bevise
at	at
han	han
aktivt	aktiv
søker	søke
arbeid	arbeid
og	og
dermed	dermed
kan	kunne
fortsette	fortsette
å	å
motta	motta
trygd	trygd
.	$.

I	i
et	en
innfall	innfall
av	av
dramaturgisk	dramaturgisk
beleilig	beleilig
fordomsfrihet	fordomsfrihet
bestemmer	bestemme
imidlertid	imidlertid
Philippe	Philippe
seg	seg
for	for
å	å
gi	gi
den	den
ubehøvlede	ubehøvlede
unge	ung
mannen	mann
en	en
sjanse	sjanse
,	$,
og	og
dermed	dermed
er	være
fundamentet	fundamentet
lagt	legge
for	for
et	en
vennskap	vennskap
som	som
er	være
en	en
garantert	garantere
suksessoppskrift	suksessoppskrift
på	på
endeløse	endeløs
fornøyelige	fornøyelige
kulturforskjellsforviklinger	kulturforskjellsforviklinger
.	$.

Og	og
bare	bare
så	så
det	det
er	være
sagt	si
:	$:

«	$"
De	De
urørlige	urørlige
»	$"
er	være
en	en
film	film
hvor	hvor
en	en
mann	mann
fra	fra
arbeiderklassen	arbeiderklasse
får	få
borgerskapets	borgerskapets
tilkneppede	tilkneppede
representanter	representant
til	til
å	å
danse	danse
klønete	klønete
til	til
svart	svart
amerikansk	amerikansk
popmusikk	popmusikk
fra	fra
70-tallet	70-tall
.	$.

Filmen	film
skyr	sky
ingen	ingen
klisjeer	klisjeer
,	$,
og	og
plottmessig	plottmessig
er	være
det	det
lite	lite
som	som
skiller	skille
den	den
fra	fra
en	en
av	av
de	de
tidlige	tidlige
episodene	episode
av	av
Will	Will
Smiths	Smiths
gamle	gammel
TV-serie	TV-serie
«	$"
The	The
Fresh	Fresh
Prince	Prince
of	of
Bel-Air	Bel-Air
»	$"
.	$.

Som	som
alltid	alltid
i	i
disse	disse
filmene	film
er	være
hovedbudskapet	hovedbudskapet
at	at
overklassen	overklassen
må	måtte
roe	roe
ned	ned
det	det
klassisk	klassisk
musikk-	musikk-
og	og
abstrakt	abstrakt
kunst-tullet	kunst-tullet
sitt	sin
litt	litt
,	$,
og	og
heller	heller
begynne	begynne
å	å
diskutere	diskutere
sex	sex
og	og
rocke	rocke
ut	ut
til	til
litt	litt
Earth	Earth
,	$,
Wind	Wind
and	and
Fire	Fire
.	$.

Arbeiderklassen	Arbeiderklassen
må	måtte
på	på
sin	sin
side	side
innse	innse
verdien	verdi
av	av
ærlig	ærlig
arbeid	arbeid
,	$,
tilegne	tilegne
seg	seg
et	en
minstemål	minstemål
av	av
manerer	manerer
og	og
lære	lære
seg	seg
navnet	navn
på	på
et	en
par	par
kjente	kjent
komponister	komponist
.	$.

At	at
«	$"
De	De
urørlige	urørlige
»	$"
på	på
tross	tross
av	av
dette	dette
har	ha
endt	endt
opp	opp
som	som
noe	noe
i	i
nærheten	nærhet
av	av
et	en
seriøst	seriøs
drama	drama
skyldes	skyldes
først	først
og	og
fremst	fremre
det	det
sobre	sobre
og	og
stødige	stødige
filmspråket	filmspråket
.	$.

Med	med
sine	sin
kjølige	kjølige
bilder	bilde
av	av
trøstesløse	trøstesløse
høyblokker	høyblokker
og	og
vakre	vakker
borgerlige	borgerlig
residenser	residenser
,	$,
skaper	skape
den	den
et	en
inntrykk	inntrykk
av	av
tyngde	tyngde
som	som
rett	rett
som	som
det	det
er	være
får	få
en	en
til	til
å	å
glemme	glemme
at	at
det	det
man	man
ser	se
på	på
i	i
virkeligheten	virkelighet
er	være
kulturkræsjkomedie	kulturkræsjkomedie
av	av
simpleste	simpleste
sort	sort
.	$.

Skuespillerensemblet	Skuespillerensemblet
gjør	gjøre
også	også
en	en
god	god
jobb	jobb
med	med
å	å
gjøre	gjøre
rollefigurene	rollefigur
sine	sin
til	til
noe	noe
mer	mye
enn	enn
sjablongaktige	sjablongaktige
representanter	representant
for	for
ulike	ulik
samfunnssjikt	samfunnssjikt
,	$,
og	og
bidrar	bidra
dermed	dermed
til	til
å	å
bygge	bygge
opp	opp
under	under
illusjonen	illusjonen
om	om
tyngde	tyngde
og	og
seriøsitet	seriøsitet
.	$.

Særlig	særlig
gjør	gjøre
François	François
Cluzet	Cluzet
-	$-
som	som
er	være
uhyggelig	uhyggelig
lik	lik
Dustin	Dustin
Hoffman	Hoffman
-	$-
en	en
god	god
innsats	innsats
i	i
rollen	rolle
som	som
Philippe	Philippe
.	$.

Dessuten	dessuten
skal	skulle
man	man
aldri	aldri
undervurdere	undervurdere
franskmennenes	franskmennenes
komiske	komiske
timing	timing
når	når
det	det
kommer	komme
til	til
å	å
tømme	tømme
en	en
vits	vits
for	for
ethvert	enhver
snev	snev
av	av
humor	humor
.	$.

Det	det
at	at
Driss	Driss
er	være
en	en
av	av
mange	mange
mørkhudede	mørkhudede
franskmenn	franskmenn
med	med
opphav	opphav
i	i
landets	land
forhenværende	forhenværende
kolonier	kolonier
,	$,
gir	gi
«	$"
De	De
urørlige	urørlige
»	$"
en	en
ekstra	ekstra
dimensjon	dimensjon
som	som
en	en
kommentar	kommentar
til	til
landets	land
spente	spente
innenrikspolitiske	innenrikspolitisk
situasjon	situasjon
.	$.

Måten	måte
filmen	film
i	i
overført	overført
betydning	betydning
fremstiller	fremstille
konflikten	konflikt
mellom	mellom
den	den
franske	fransk
overklassen	overklassen
og	og
de	de
fattige	fattig
innvandrerne	innvandrerne
fra	fra
landets	land
gamle	gammel
afrikanske	afrikansk
besittelser	besittelse
som	som
et	en
spørsmål	spørsmål
om	om
fordommer	fordom
og	og
kulturforskjeller	kulturforskjeller
er	være
i	i
så	så
måte	måte
intet	ingen
mindre	liten
enn	enn
fornærmende	fornærmende
.	$.

At	at
filmen	film
er	være
den	den
nest	nest
mest	mye
innbringende	innbringende
franske	fransk
filmen	film
noensinne	noensinne
,	$,
er	være
derfor	derfor
en	en
gåte	gåte
for	for
undertegnede	undertegne
.	$.

Formodentlig	Formodentlig
skyldes	skyldes
det	det
at	at
den	den
er	være
så	så
skamløs	skamløs
i	i
sin	sin
omfavnelse	omfavnelse
av	av
feelgoodfilmens	feelgoodfilmens
klisjeer	klisjeer
at	at
den	den
selv	selv
for	for
franskmenn	franskmenn
er	være
umulig	umulig
å	å
ta	ta
på	på
alvor	alvor
som	som
en	en
politisk	politisk
analogi	analogi
.	$.

«	$"
De	De
urørlige	urørlige
»	$"
er	være
en	en
film	film
som	som
ikke	ikke
burde	burde
fungere	fungere
.	$.

Selv	selv
om	om
den	den
er	være
basert	basere
på	på
en	en
sann	sann
historie	historie
,	$,
er	være
den	den
så	så
klisjepreget	klisjepreget
og	og
forutsigbar	forutsigbar
at	at
hvis	hvis
man	man
bare	bare
tenker	tenke
seg	seg
om	om
,	$,
vil	ville
man	man
hele	hel
tiden	tid
kunne	kunne
forutse	forutse
neste	neste
scene	scene
.	$.

Regissørenes	Regissørenes
bragd	bragd
består	bestå
i	i
så	så
måte	måte
av	av
å	å
ha	ha
skapt	skape
en	en
film	film
som	som
er	være
såpass	såpass
sjarmerende	sjarmere
og	og
godt	god
laget	laget
at	at
man	man
på	på
tross	tross
av	av
bedre	god
vitende	vitende
heller	heller
lar	la
seg	seg
rive	rive
med	med
enn	enn
å	å
bli	bli
sittende	sitte
og	og
dvele	dvele
ved	ved
dens	den
mange	mange
svakheter	svakhet
.	$.

Gangnam	Gangnam
er	være
Souls	Souls
svar	svar
på	på
SoHO	SoHO
|	$|

Tempeletikette	Tempeletikette
|	$|

Tilbake	tilbake
i	i
virkeligheten	virkelighet
|	$|

Spis	Spis
!	$!

Seouls	Seouls
SoHo	SoHo
|	$|

Gangnam	Gangnam
er	være
Seouls	Seouls
hippeste	hippeste
og	og
mest	mye
eksklusive	eksklusiv
bydel	bydel
.	$.

Gangnam	Gangnam
er	være
Seouls	Seouls
hippeste	hippeste
og	og
mest	mye
eksklusive	eksklusiv
bydel	bydel
.	$.

Her	her
finnes	finnes
det	det
koreanske	koreansk
SoHo	SoHo
,	$,
klinikker	klinikker
for	for
plastisk	plastisk
kirurgi	kirurgi
,	$,
luksusshopping	luksusshopping
og	og
barer	barer
.	$.

Og	og
et	en
1200	1200
år	år
gammelt	gammel
tempel	tempel
som	som
tilbyr	tilby
nybegynnerkurs	nybegynnerkurs
i	i
munketilværelsen	munketilværelsen
.	$.

Bongeun-sa	Bongeun-sa
,	$,
er	være
det	det
største	stor
tempelet	tempelet
i	i
Seoul	Seoul
.	$.

Det	det
koster	koste
ingenting	ingenting
å	å
rusle	rusle
rundt	rundt
her	her
,	$,
men	men
hvis	hvis
du	du
blar	bla
opp	opp
370	370
kroner	krone
kan	kunne
du	du
sparke	sparke
av	av
deg	du
skoene	sko
og	og
leve	leve
som	som
en	en
munk	munk
i	i
to	to
dager	dag
.	$.

Vi	vi
slo	slå
til	til
,	$,
og	og
tok	ta
alt	all
det	det
andre	annen
etterpå	etterpå
.	$.

Området	område
rundt	rundt
tempelet	tempelet
består	bestå
av	av
flere	mange
tilhørende	tilhøre
bygg	bygg
og	og
en	en
liten	liten
skog	skog
,	$,
og	og
er	være
en	en
fascinerende	fascinere
kontrast	kontrast
mot	mot
Gangnams	Gangnams
eksklusive	eksklusiv
skyline	skyline
,	$,
som	som
har	ha
poppet	poppet
opp	opp
i	i
løpet	løp
av	av
de	de
siste	sist
tiårene	tiår
.	$.

Sør-Koreas	Sør-Koreas
økonomi	økonomi
har	ha
vokst	vokse
eksepsjonelt	eksepsjonelt
raskt	rask
og	og
landet	land
har	ha
gått	gå
fra	fra
å	å
være	være
et	en
fattig	fattig
,	$,
krigsherjet	krigsherjet
land	land
til	til
det	det
femtende	femtende
rikeste	rik
i	i
verden	verden
.	$.

-	$-
På	på
70-tallet	70-tall
var	være
dette	dette
er	en
jordbruksområde	jordbruksområde
,	$,
og	og
da	da
jeg	jeg
var	være
barn	barn
kunne	kunne
jeg	jeg
se	se
kuer	ku
herfra	herfra
,	$,
sier	si
42	42
år	år
gamle	gammel
Joo	Joo
Suk	Suk
Lee	Lee
,	$,
som	som
lå	ligge
i	i
morens	mor
livmor	livmor
da	da
han	han
besøkte	besøke
tempelet	tempelet
for	for
første	første
gang	gang
.	$.

Siden	siden
har	ha
han	han
vært	være
her	her
ukentlig	ukentlig
.	$.

Etter	etter
å	å
ha	ha
sjekket	sjekke
inn	inn
blir	bli
vi	vi
-	$-
en	en
liten	liten
gruppe	gruppe
turister	turist
og	og
lokale	lokal
nysgjerrigperer	nysgjerrigperer
-	$-
utdelt	utdele
oransje	oransje
munkedrakter	munkedrakter
,	$,
og	og
deretter	deretter
skolert	skolert
i	i
grunnleggende	grunnleggende
tempeletikette	tempeletikette
.	$.

Dette	dette
inkluderer	inkludere
blant	blant
annet	annen
at	at
en	en
streng	streng
og	og
smilende	smile
kvinne	kvinne
beslaglegger	beslaglegger
mobiltelefonene	mobiltelefonene
våre	vår
.	$.

Gangnam	Gangnam
er	være
blitt	bli
et	en
velkjent	velkjent
navn	navn
over	over
hele	hel
verden	verden
,	$,
takket	takke
være	være
den	den
sørkoreanske	sørkoreansk
popartisten	popartisten
Psy	Psy
og	og
hans	hans
enorme	enorm
hit	hit
"	$"
Gangnam	Gangnam
Style	Style
"	$"
.	$.

Musikkvideoen	Musikkvideoen
er	være
på	på
god	god
vei	vei
til	til
å	å
runde	runde
900	900
millioner	million
visninger	visning
på	på
YouTube	YouTube
,	$,
og	og
er	være
den	den
mest	mye
sette	sette
.	$.

Et	en
kvarter	kvarter
inne	inne
i	i
det	det
første	første
meditasjonskurset	meditasjonskurset
får	få
vi	vi
kjeft	kjeft
fra	fra
en	en
smilende	smile
munk	munk
,	$,
som	som
med	med
en	en
høflig	høflig
og	og
rolig	rolig
tone	tone
gjør	gjøre
det	det
klinkende	klinkende
klart	klar
at	at
vi	vi
er	være
her	her
for	for
å	å
lære	lære
om	om
meditasjon	meditasjon
og	og
buddhisme	buddhisme
,	$,
ikke	ikke
for	for
å	å
slappe	slappe
av	av
.	$.

Skjerpings	Skjerpings
.	$.

Etter	etter
at	at
tempellivets	tempellivets
grunnleggende	grunnleggende
prinsipper	prinsipp
er	være
jobbet	jobbe
inn	inn
deltar	delta
vi	vi
i	i
en	en
bønneseremoni	bønneseremoni
,	$,
sammen	sammen
med	med
et	en
dusin	dusin
munker	munk
og	og
mange	mange
flere	mange
andre	annen
som	som
har	ha
kommet	komme
for	for
å	å
ta	ta
en	en
pause	pause
fra	fra
stormeteropolens	stormeteropolens
intense	intense
dagligliv	dagligliv
.	$.

Ingen	ingen
ser	se
opp	opp
når	når
vi	vi
vandrer	vandre
inn	inn
,	$,
selv	selv
om	om
vi	vi
står	stå
ut	ut
av	av
mengden	mengde
med	med
oransje	oransje
klær	klær
og	og
hvit	hvit
hud	hud
,	$,
og	og
her	her
,	$,
midt	midt
i	i
Sør-Koreas	Sør-Koreas
Beverly	Beverly
Hills	Hills
,	$,
kneler	knele
vi	vi
på	på
mattene	mattene
våre	vår
på	på
veltrent	veltrent
vis	vis
mens	mens
koreansk	koreansk
sang	sang
fyller	fylle
tempelet	tempelet
.	$.

Morgenen	morgen
etter	etter
ringes	ringes
inn	inn
klokken	klokke
fire	fire
,	$,
ved	ved
at	at
to	to
munker	munk
dundrer	dundre
løs	løs
på	på
en	en
enorm	enorm
tromme	tromme
som	som
er	være
langt	lang
større	stor
enn	enn
dem	de
selv	selv
.	$.

Drønnene	Drønnene
er	være
mørke	mørk
og	og
dype	dyp
,	$,
og	og
mens	mens
Gangnams	Gangnams
klubber	klubb
begynner	begynne
å	å
stenge	stenge
ølkranene	ølkranene
,	$,
langt	lang
der	der
nede	nede
,	$,
står	stå
vi	vi
i	i
høyden	høyde
med	med
munker	munk
og	og
sammen	sammen
praktiserer	praktisere
vi	vi
,	$,
for	for
en	en
tid	tid
,	$,
et	en
liv	liv
av	av
en	en
helt	hel
annen	annen
verden	verden
.	$.

Gangnam	Gangnam
er	være
blitt	bli
et	en
velkjent	velkjent
navn	navn
over	over
hele	hel
verden	verden
,	$,
takket	takke
være	være
den	den
sørkoreanske	sørkoreansk
popartisten	popartisten
Psy	Psy
og	og
hans	hans
enorme	enorm
hit	hit
"	$"
Gangnam	Gangnam
Style	Style
"	$"
.	$.

Musikkvideoen	Musikkvideoen
er	være
på	på
god	god
vei	vei
til	til
å	å
runde	runde
900	900
millioner	million
visninger	visning
på	på
YouTube	YouTube
,	$,
og	og
er	være
den	den
mest	mye
sette	sette
.	$.

Låten	Låten
er	være
et	en
humoristisk	humoristisk
oppgjør	oppgjør
med	med
Seouls	Seouls
rike	rik
,	$,
pene	pen
og	og
vellykkede	vellykket
,	$,
som	som
viser	vise
seg	seg
frem	frem
i	i
det	det
eksklusive	eksklusiv
Gangnam-distriktet	Gangnam-distriktet
hvor	hvor
kvadratmeterprisen	kvadratmeterprisen
er	være
skyhøy	skyhøy
,	$,
luksusbiler	luksusbiler
suser	suser
rundt	rundt
,	$,
og	og
klubbenes	klubbenes
dørvakter	dørvakter
er	være
usedvanlig	usedvanlig
selektive	selektive
.	$.

-	$-
Gangnam	Gangnam
er	være
den	den
koreanske	koreansk
elitens	elitens
tilholdssted	tilholdssted
,	$,
mange	mange
av	av
dem	de
er	være
vant	vant
til	til
en	en
livsstil	livsstil
som	som
de	de
fleste	mange
koreanere	koreanere
ikke	ikke
kan	kunne
ta	ta
seg	seg
råd	råd
til	til
,	$,
sier	si
Soyoung	Soyoung
Kim	Kim
,	$,
26	26
,	$,
som	som
vokste	vokse
opp	opp
i	i
utkanten	utkant
av	av
distriktet	distrikt
.	$.

Og	og
kanskje	kanskje
nettopp	nettopp
derfor	derfor
er	være
Gangnam	Gangnam
et	en
populært	populær
sted	sted
å	å
tilbringe	tilbringe
fritiden	fritid
.	$.

-	$-
Folk	folk
kommer	komme
hit	hit
fra	fra
hele	hel
landet	land
,	$,
for	for
å	å
henge	henge
ut	ut
,	$,
for	for
å	å
handle	handle
,	$,
spise	spise
og	og
drikke	drikke
,	$,
sier	si
Kim	Kim
.	$.

Den	den
spirituelle	spirituelle
metthetsfølelsen	metthetsfølelsen
er	være
kanskje	kanskje
god	god
etter	etter
tempeloppholdet	tempeloppholdet
,	$,
men	men
magen	mage
er	være
tom	tom
og	og
i	i
grunnen	grunn
ganske	ganske
